Date,Day,Week,Month,Year,Sales_inc_VAT,sales_excl_VAT,FY,Tertial,Store Name
03/07/2016,3,26,7,2016,173117,138493.6,FY17,T3,Warrington
10/07/2016,10,27,7,2016,372384,297907.2,FY17,T3,Warrington
17/07/2016,17,28,7,2016,158979,127183.2,FY17,T3,Warrington
24/07/2016,24,29,7,2016,449315,359452,FY17,T3,Warrington
31/07/2016,31,30,7,2016,360605,288484,FY17,T3,Warrington
07/08/2016,7,31,8,2016,380711,304568.8,FY17,T3,Warrington
14/08/2016,14,32,8,2016,143086,114468.8,FY17,T3,Warrington
21/08/2016,21,33,8,2016,374684,299747.2,FY17,T3,Warrington
28/08/2016,28,34,8,2016,163420,130736,FY17,T3,Warrington
04/09/2016,4,35,9,2016,119828,95862.4,FY18,T1,Warrington
11/09/2016,11,36,9,2016,443458,354766.4,FY18,T1,Warrington
18/09/2016,18,37,9,2016,472059,377647.2,FY18,T1,Warrington
25/09/2016,25,38,9,2016,162241,129792.8,FY18,T1,Warrington
02/10/2016,2,39,10,2016,247723,198178.4,FY18,T1,Warrington
09/10/2016,9,40,10,2016,326702,261361.6,FY18,T1,Warrington
16/10/2016,16,41,10,2016,221309,177047.2,FY18,T1,Warrington
23/10/2016,23,42,10,2016,486449,389159.2,FY18,T1,Warrington
30/10/2016,30,43,10,2016,376652,301321.6,FY18,T1,Warrington
06/11/2016,6,44,11,2016,146361,117088.8,FY18,T1,Warrington
13/11/2016,13,45,11,2016,370896,296716.8,FY18,T1,Warrington
20/11/2016,20,46,11,2016,320445,256356,FY18,T1,Warrington
27/11/2016,27,47,11,2016,250339,200271.2,FY18,T1,Warrington
04/12/2016,4,48,12,2016,216023,172818.4,FY18,T1,Warrington
11/12/2016,11,49,12,2016,443992,355193.6,FY18,T1,Warrington
18/12/2016,18,50,12,2016,396908,317526.4,FY18,T1,Warrington
25/12/2016,25,51,12,2016,237922,190337.6,FY18,T1,Warrington
01/01/2017,1,52,1,2017,213507,170805.6,FY18,T2,Warrington
08/01/2017,8,1,1,2017,221292,177033.6,FY18,T2,Warrington
15/01/2017,15,2,1,2017,122402,97921.6,FY18,T2,Warrington
22/01/2017,22,3,1,2017,231917,185533.6,FY18,T2,Warrington
29/01/2017,29,4,1,2017,447267,357813.6,FY18,T2,Warrington
05/02/2017,5,5,2,2017,322994,258395.2,FY18,T2,Warrington
12/02/2017,12,6,2,2017,430667,344533.6,FY18,T2,Warrington
19/02/2017,19,7,2,2017,482200,385760,FY18,T2,Warrington
26/02/2017,26,8,2,2017,138975,111180,FY18,T2,Warrington
05/03/2017,5,9,3,2017,255298,204238.4,FY18,T2,Warrington
12/03/2017,12,10,3,2017,289227,231381.6,FY18,T2,Warrington
19/03/2017,19,11,3,2017,316206,252964.8,FY18,T2,Warrington
26/03/2017,26,12,3,2017,241270,193016,FY18,T2,Warrington
02/04/2017,2,13,4,2017,107477,85981.6,FY18,T2,Warrington
09/04/2017,9,14,4,2017,103579,82863.2,FY18,T2,Warrington
04/01/2015,4,1,1,2015,267333,213866.4,FY16,T2,Belfast
11/01/2015,11,2,1,2015,489364,391491.2,FY16,T2,Belfast
18/01/2015,18,3,1,2015,491830,393464,FY16,T2,Belfast
25/01/2015,25,4,1,2015,405787,324629.6,FY16,T2,Belfast
01/02/2015,1,5,2,2015,414796,331836.8,FY16,T2,Belfast
08/02/2015,8,6,2,2015,494752,395801.6,FY16,T2,Belfast
15/02/2015,15,7,2,2015,206771,165416.8,FY16,T2,Belfast
22/02/2015,22,8,2,2015,348446,278756.8,FY16,T2,Belfast
01/03/2015,1,9,3,2015,149899,119919.2,FY16,T2,Belfast
08/03/2015,8,10,3,2015,248154,198523.2,FY16,T2,Belfast
15/03/2015,15,11,3,2015,162127,129701.6,FY16,T2,Belfast
22/03/2015,22,12,3,2015,354537,283629.6,FY16,T2,Belfast
29/03/2015,29,13,3,2015,337979,270383.2,FY16,T2,Belfast
05/04/2015,5,14,4,2015,317082,253665.6,FY16,T2,Belfast
12/04/2015,12,15,4,2015,248293,198634.4,FY16,T2,Belfast
19/04/2015,19,16,4,2015,225813,180650.4,FY16,T2,Belfast
26/04/2015,26,17,4,2015,262101,209680.8,FY16,T2,Belfast
03/05/2015,3,18,5,2015,106017,84813.6,FY16,T3,Belfast
10/05/2015,10,19,5,2015,467613,374090.4,FY16,T3,Belfast
17/05/2015,17,20,5,2015,165818,132654.4,FY16,T3,Belfast
24/05/2015,24,21,5,2015,432891,346312.8,FY16,T3,Belfast
31/05/2015,31,22,5,2015,432092,345673.6,FY16,T3,Belfast
07/06/2015,7,23,6,2015,108188,86550.4,FY16,T3,Belfast
14/06/2015,14,24,6,2015,380136,304108.8,FY16,T3,Belfast
21/06/2015,21,25,6,2015,372135,297708,FY16,T3,Belfast
28/06/2015,28,26,6,2015,435175,348140,FY16,T3,Belfast
05/07/2015,5,27,7,2015,232780,186224,FY16,T3,Belfast
12/07/2015,12,28,7,2015,313437,250749.6,FY16,T3,Belfast
19/07/2015,19,29,7,2015,105824,84659.2,FY16,T3,Belfast
26/07/2015,26,30,7,2015,139883,111906.4,FY16,T3,Belfast
02/08/2015,2,31,8,2015,471677,377341.6,FY16,T3,Belfast
09/08/2015,9,32,8,2015,164014,131211.2,FY16,T3,Belfast
16/08/2015,16,33,8,2015,294360,235488,FY16,T3,Belfast
23/08/2015,23,34,8,2015,413539,330831.2,FY16,T3,Belfast
30/08/2015,30,35,8,2015,263831,211064.8,FY16,T3,Belfast
06/09/2015,6,36,9,2015,493277,394621.6,FY17,T1,Belfast
13/09/2015,13,37,9,2015,454289,363431.2,FY17,T1,Belfast
20/09/2015,20,38,9,2015,294820,235856,FY17,T1,Belfast
27/09/2015,27,39,9,2015,206878,165502.4,FY17,T1,Belfast
04/10/2015,4,40,10,2015,133571,106856.8,FY17,T1,Belfast
11/10/2015,11,41,10,2015,143067,114453.6,FY17,T1,Belfast
18/10/2015,18,42,10,2015,332175,265740,FY17,T1,Belfast
25/10/2015,25,43,10,2015,241343,193074.4,FY17,T1,Belfast
01/11/2015,1,44,11,2015,475514,380411.2,FY17,T1,Belfast
08/11/2015,8,45,11,2015,312649,250119.2,FY17,T1,Belfast
15/11/2015,15,46,11,2015,472799,378239.2,FY17,T1,Belfast
22/11/2015,22,47,11,2015,391285,313028,FY17,T1,Belfast
29/11/2015,29,48,11,2015,172814,138251.2,FY17,T1,Belfast
06/12/2015,6,49,12,2015,482787,386229.6,FY17,T1,Belfast
13/12/2015,13,50,12,2015,172929,138343.2,FY17,T1,Belfast
20/12/2015,20,51,12,2015,255248,204198.4,FY17,T1,Belfast
27/12/2015,27,52,12,2015,385017,308013.6,FY17,T1,Belfast
03/01/2016,3,53,1,2016,468905,375124,FY17,T2,Belfast
10/01/2016,10,1,1,2016,168492,134793.6,FY17,T2,Belfast
17/01/2016,17,2,1,2016,459552,367641.6,FY17,T2,Belfast
24/01/2016,24,3,1,2016,260737,208589.6,FY17,T2,Belfast
31/01/2016,31,4,1,2016,269888,215910.4,FY17,T2,Belfast
07/02/2016,7,5,2,2016,476220,380976,FY17,T2,Belfast
14/02/2016,14,6,2,2016,113733,90986.4,FY17,T2,Belfast
21/02/2016,21,7,2,2016,329080,263264,FY17,T2,Belfast
28/02/2016,28,8,2,2016,201060,160848,FY17,T2,Belfast
06/03/2016,6,9,3,2016,425995,340796,FY17,T2,Belfast
13/03/2016,13,10,3,2016,247228,197782.4,FY17,T2,Belfast
20/03/2016,20,11,3,2016,114218,91374.4,FY17,T2,Belfast
27/03/2016,27,12,3,2016,162222,129777.6,FY17,T2,Belfast
03/04/2016,3,13,4,2016,194763,155810.4,FY17,T2,Belfast
10/04/2016,10,14,4,2016,122615,98092,FY17,T2,Belfast
17/04/2016,17,15,4,2016,282746,226196.8,FY17,T2,Belfast
24/04/2016,24,16,4,2016,284959,227967.2,FY17,T2,Belfast
01/05/2016,1,17,5,2016,383104,306483.2,FY17,T3,Belfast
08/05/2016,8,18,5,2016,326891,261512.8,FY17,T3,Belfast
15/05/2016,15,19,5,2016,266855,213484,FY17,T3,Belfast
22/05/2016,22,20,5,2016,366959,293567.2,FY17,T3,Belfast
29/05/2016,29,21,5,2016,341215,272972,FY17,T3,Belfast
05/06/2016,5,22,6,2016,114644,91715.2,FY17,T3,Belfast
12/06/2016,12,23,6,2016,359185,287348,FY17,T3,Belfast
19/06/2016,19,24,6,2016,333862,267089.6,FY17,T3,Belfast
26/06/2016,26,25,6,2016,254726,203780.8,FY17,T3,Belfast
03/07/2016,3,26,7,2016,264179,211343.2,FY17,T3,Belfast
10/07/2016,10,27,7,2016,318645,254916,FY17,T3,Belfast
17/07/2016,17,28,7,2016,154633,123706.4,FY17,T3,Belfast
24/07/2016,24,29,7,2016,174256,139404.8,FY17,T3,Belfast
31/07/2016,31,30,7,2016,263303,210642.4,FY17,T3,Belfast
07/08/2016,7,31,8,2016,376895,301516,FY17,T3,Belfast
14/08/2016,14,32,8,2016,381967,305573.6,FY17,T3,Belfast
21/08/2016,21,33,8,2016,297858,238286.4,FY17,T3,Belfast
28/08/2016,28,34,8,2016,134676,107740.8,FY17,T3,Belfast
04/09/2016,4,35,9,2016,221198,176958.4,FY18,T1,Belfast
11/09/2016,11,36,9,2016,411690,329352,FY18,T1,Belfast
18/09/2016,18,37,9,2016,102416,81932.8,FY18,T1,Belfast
25/09/2016,25,38,9,2016,479972,383977.6,FY18,T1,Belfast
02/10/2016,2,39,10,2016,430922,344737.6,FY18,T1,Belfast
09/10/2016,9,40,10,2016,464954,371963.2,FY18,T1,Belfast
16/10/2016,16,41,10,2016,298039,238431.2,FY18,T1,Belfast
23/10/2016,23,42,10,2016,230193,184154.4,FY18,T1,Belfast
30/10/2016,30,43,10,2016,185124,148099.2,FY18,T1,Belfast
06/11/2016,6,44,11,2016,498190,398552,FY18,T1,Belfast
13/11/2016,13,45,11,2016,325948,260758.4,FY18,T1,Belfast
20/11/2016,20,46,11,2016,253379,202703.2,FY18,T1,Belfast
27/11/2016,27,47,11,2016,468851,375080.8,FY18,T1,Belfast
04/12/2016,4,48,12,2016,301934,241547.2,FY18,T1,Belfast
11/12/2016,11,49,12,2016,110799,88639.2,FY18,T1,Belfast
18/12/2016,18,50,12,2016,179457,143565.6,FY18,T1,Belfast
25/12/2016,25,51,12,2016,328607,262885.6,FY18,T1,Belfast
01/01/2017,1,52,1,2017,429085,343268,FY18,T2,Belfast
08/01/2017,8,1,1,2017,416845,333476,FY18,T2,Belfast
15/01/2017,15,2,1,2017,337172,269737.6,FY18,T2,Belfast
22/01/2017,22,3,1,2017,325784,260627.2,FY18,T2,Belfast
29/01/2017,29,4,1,2017,449897,359917.6,FY18,T2,Belfast
05/02/2017,5,5,2,2017,489252,391401.6,FY18,T2,Belfast
12/02/2017,12,6,2,2017,175452,140361.6,FY18,T2,Belfast
19/02/2017,19,7,2,2017,129278,103422.4,FY18,T2,Belfast
26/02/2017,26,8,2,2017,241129,192903.2,FY18,T2,Belfast
05/03/2017,5,9,3,2017,407963,326370.4,FY18,T2,Belfast
12/03/2017,12,10,3,2017,116522,93217.6,FY18,T2,Belfast
19/03/2017,19,11,3,2017,445896,356716.8,FY18,T2,Belfast
26/03/2017,26,12,3,2017,206594,165275.2,FY18,T2,Belfast
02/04/2017,2,13,4,2017,178592,142873.6,FY18,T2,Belfast
09/04/2017,9,14,4,2017,164390,131512,FY18,T2,Belfast
04/01/2015,4,1,1,2015,311350,249080,FY16,T2,Glasgow
11/01/2015,11,2,1,2015,307822,246257.6,FY16,T2,Glasgow
18/01/2015,18,3,1,2015,248608,198886.4,FY16,T2,Glasgow
25/01/2015,25,4,1,2015,425270,340216,FY16,T2,Glasgow
01/02/2015,1,5,2,2015,203673,162938.4,FY16,T2,Glasgow
08/02/2015,8,6,2,2015,324919,259935.2,FY16,T2,Glasgow
15/02/2015,15,7,2,2015,335276,268220.8,FY16,T2,Glasgow
22/02/2015,22,8,2,2015,187250,149800,FY16,T2,Glasgow
01/03/2015,1,9,3,2015,486492,389193.6,FY16,T2,Glasgow
08/03/2015,8,10,3,2015,153774,123019.2,FY16,T2,Glasgow
15/03/2015,15,11,3,2015,347300,277840,FY16,T2,Glasgow
22/03/2015,22,12,3,2015,495896,396716.8,FY16,T2,Glasgow
29/03/2015,29,13,3,2015,332638,266110.4,FY16,T2,Glasgow
05/04/2015,5,14,4,2015,143706,114964.8,FY16,T2,Glasgow
12/04/2015,12,15,4,2015,145954,116763.2,FY16,T2,Glasgow
19/04/2015,19,16,4,2015,414411,331528.8,FY16,T2,Glasgow
26/04/2015,26,17,4,2015,113376,90700.8,FY16,T2,Glasgow
03/05/2015,3,18,5,2015,115333,92266.4,FY16,T3,Glasgow
10/05/2015,10,19,5,2015,108431,86744.8,FY16,T3,Glasgow
17/05/2015,17,20,5,2015,106873,85498.4,FY16,T3,Glasgow
24/05/2015,24,21,5,2015,331482,265185.6,FY16,T3,Glasgow
31/05/2015,31,22,5,2015,166378,133102.4,FY16,T3,Glasgow
07/06/2015,7,23,6,2015,428331,342664.8,FY16,T3,Glasgow
14/06/2015,14,24,6,2015,421397,337117.6,FY16,T3,Glasgow
21/06/2015,21,25,6,2015,217496,173996.8,FY16,T3,Glasgow
28/06/2015,28,26,6,2015,108069,86455.2,FY16,T3,Glasgow
05/07/2015,5,27,7,2015,320346,256276.8,FY16,T3,Glasgow
12/07/2015,12,28,7,2015,213995,171196,FY16,T3,Glasgow
19/07/2015,19,29,7,2015,494600,395680,FY16,T3,Glasgow
26/07/2015,26,30,7,2015,408679,326943.2,FY16,T3,Glasgow
02/08/2015,2,31,8,2015,449137,359309.6,FY16,T3,Glasgow
09/08/2015,9,32,8,2015,301250,241000,FY16,T3,Glasgow
16/08/2015,16,33,8,2015,368161,294528.8,FY16,T3,Glasgow
23/08/2015,23,34,8,2015,194974,155979.2,FY16,T3,Glasgow
30/08/2015,30,35,8,2015,168342,134673.6,FY16,T3,Glasgow
06/09/2015,6,36,9,2015,116456,93164.8,FY17,T1,Glasgow
13/09/2015,13,37,9,2015,298810,239048,FY17,T1,Glasgow
20/09/2015,20,38,9,2015,258597,206877.6,FY17,T1,Glasgow
27/09/2015,27,39,9,2015,113869,91095.2,FY17,T1,Glasgow
04/10/2015,4,40,10,2015,375490,300392,FY17,T1,Glasgow
11/10/2015,11,41,10,2015,202218,161774.4,FY17,T1,Glasgow
18/10/2015,18,42,10,2015,376280,301024,FY17,T1,Glasgow
25/10/2015,25,43,10,2015,273082,218465.6,FY17,T1,Glasgow
01/11/2015,1,44,11,2015,373772,299017.6,FY17,T1,Glasgow
08/11/2015,8,45,11,2015,201254,161003.2,FY17,T1,Glasgow
15/11/2015,15,46,11,2015,284208,227366.4,FY17,T1,Glasgow
22/11/2015,22,47,11,2015,364399,291519.2,FY17,T1,Glasgow
29/11/2015,29,48,11,2015,171926,137540.8,FY17,T1,Glasgow
06/12/2015,6,49,12,2015,128126,102500.8,FY17,T1,Glasgow
13/12/2015,13,50,12,2015,161518,129214.4,FY17,T1,Glasgow
20/12/2015,20,51,12,2015,302547,242037.6,FY17,T1,Glasgow
27/12/2015,27,52,12,2015,451097,360877.6,FY17,T1,Glasgow
03/01/2016,3,53,1,2016,145091,116072.8,FY17,T2,Glasgow
10/01/2016,10,1,1,2016,245308,196246.4,FY17,T2,Glasgow
17/01/2016,17,2,1,2016,187360,149888,FY17,T2,Glasgow
24/01/2016,24,3,1,2016,145791,116632.8,FY17,T2,Glasgow
31/01/2016,31,4,1,2016,392129,313703.2,FY17,T2,Glasgow
07/02/2016,7,5,2,2016,230789,184631.2,FY17,T2,Glasgow
14/02/2016,14,6,2,2016,239318,191454.4,FY17,T2,Glasgow
21/02/2016,21,7,2,2016,442766,354212.8,FY17,T2,Glasgow
28/02/2016,28,8,2,2016,483389,386711.2,FY17,T2,Glasgow
06/03/2016,6,9,3,2016,148601,118880.8,FY17,T2,Glasgow
13/03/2016,13,10,3,2016,207960,166368,FY17,T2,Glasgow
20/03/2016,20,11,3,2016,259038,207230.4,FY17,T2,Glasgow
27/03/2016,27,12,3,2016,292385,233908,FY17,T2,Glasgow
03/04/2016,3,13,4,2016,203641,162912.8,FY17,T2,Glasgow
10/04/2016,10,14,4,2016,297540,238032,FY17,T2,Glasgow
17/04/2016,17,15,4,2016,261434,209147.2,FY17,T2,Glasgow
24/04/2016,24,16,4,2016,420958,336766.4,FY17,T2,Glasgow
01/05/2016,1,17,5,2016,283790,227032,FY17,T3,Glasgow
08/05/2016,8,18,5,2016,185431,148344.8,FY17,T3,Glasgow
15/05/2016,15,19,5,2016,404033,323226.4,FY17,T3,Glasgow
22/05/2016,22,20,5,2016,304122,243297.6,FY17,T3,Glasgow
29/05/2016,29,21,5,2016,467892,374313.6,FY17,T3,Glasgow
05/06/2016,5,22,6,2016,343512,274809.6,FY17,T3,Glasgow
12/06/2016,12,23,6,2016,140392,112313.6,FY17,T3,Glasgow
19/06/2016,19,24,6,2016,496820,397456,FY17,T3,Glasgow
26/06/2016,26,25,6,2016,142858,114286.4,FY17,T3,Glasgow
03/07/2016,3,26,7,2016,435249,348199.2,FY17,T3,Glasgow
10/07/2016,10,27,7,2016,152756,122204.8,FY17,T3,Glasgow
17/07/2016,17,28,7,2016,499722,399777.6,FY17,T3,Glasgow
24/07/2016,24,29,7,2016,392679,314143.2,FY17,T3,Glasgow
31/07/2016,31,30,7,2016,432136,345708.8,FY17,T3,Glasgow
07/08/2016,7,31,8,2016,412296,329836.8,FY17,T3,Glasgow
14/08/2016,14,32,8,2016,242012,193609.6,FY17,T3,Glasgow
21/08/2016,21,33,8,2016,329584,263667.2,FY17,T3,Glasgow
28/08/2016,28,34,8,2016,350804,280643.2,FY17,T3,Glasgow
04/09/2016,4,35,9,2016,471236,376988.8,FY18,T1,Glasgow
11/09/2016,11,36,9,2016,360110,288088,FY18,T1,Glasgow
18/09/2016,18,37,9,2016,393965,315172,FY18,T1,Glasgow
25/09/2016,25,38,9,2016,133832,107065.6,FY18,T1,Glasgow
02/10/2016,2,39,10,2016,273045,218436,FY18,T1,Glasgow
09/10/2016,9,40,10,2016,290200,232160,FY18,T1,Glasgow
16/10/2016,16,41,10,2016,461221,368976.8,FY18,T1,Glasgow
23/10/2016,23,42,10,2016,450060,360048,FY18,T1,Glasgow
30/10/2016,30,43,10,2016,172141,137712.8,FY18,T1,Glasgow
06/11/2016,6,44,11,2016,475183,380146.4,FY18,T1,Glasgow
13/11/2016,13,45,11,2016,444620,355696,FY18,T1,Glasgow
20/11/2016,20,46,11,2016,453409,362727.2,FY18,T1,Glasgow
27/11/2016,27,47,11,2016,111566,89252.8,FY18,T1,Glasgow
04/12/2016,4,48,12,2016,259172,207337.6,FY18,T1,Glasgow
11/12/2016,11,49,12,2016,310483,248386.4,FY18,T1,Glasgow
18/12/2016,18,50,12,2016,365604,292483.2,FY18,T1,Glasgow
25/12/2016,25,51,12,2016,447750,358200,FY18,T1,Glasgow
01/01/2017,1,52,1,2017,333428,266742.4,FY18,T2,Glasgow
08/01/2017,8,1,1,2017,490065,392052,FY18,T2,Glasgow
15/01/2017,15,2,1,2017,259596,207676.8,FY18,T2,Glasgow
22/01/2017,22,3,1,2017,255345,204276,FY18,T2,Glasgow
29/01/2017,29,4,1,2017,417943,334354.4,FY18,T2,Glasgow
05/02/2017,5,5,2,2017,333934,267147.2,FY18,T2,Glasgow
12/02/2017,12,6,2,2017,430204,344163.2,FY18,T2,Glasgow
19/02/2017,19,7,2,2017,309649,247719.2,FY18,T2,Glasgow
26/02/2017,26,8,2,2017,435327,348261.6,FY18,T2,Glasgow
05/03/2017,5,9,3,2017,163953,131162.4,FY18,T2,Glasgow
12/03/2017,12,10,3,2017,281333,225066.4,FY18,T2,Glasgow
19/03/2017,19,11,3,2017,478453,382762.4,FY18,T2,Glasgow
26/03/2017,26,12,3,2017,273436,218748.8,FY18,T2,Glasgow
02/04/2017,2,13,4,2017,260622,208497.6,FY18,T2,Glasgow
09/04/2017,9,14,4,2017,455462,364369.6,FY18,T2,Glasgow
04/01/2015,4,1,1,2015,373462,298769.6,FY16,T2,Edinburgh
11/01/2015,11,2,1,2015,159667,127733.6,FY16,T2,Edinburgh
18/01/2015,18,3,1,2015,228989,183191.2,FY16,T2,Edinburgh
25/01/2015,25,4,1,2015,154918,123934.4,FY16,T2,Edinburgh
01/02/2015,1,5,2,2015,454198,363358.4,FY16,T2,Edinburgh
08/02/2015,8,6,2,2015,456777,365421.6,FY16,T2,Edinburgh
15/02/2015,15,7,2,2015,474558,379646.4,FY16,T2,Edinburgh
22/02/2015,22,8,2,2015,499924,399939.2,FY16,T2,Edinburgh
01/03/2015,1,9,3,2015,224100,179280,FY16,T2,Edinburgh
08/03/2015,8,10,3,2015,460454,368363.2,FY16,T2,Edinburgh
15/03/2015,15,11,3,2015,397393,317914.4,FY16,T2,Edinburgh
22/03/2015,22,12,3,2015,135531,108424.8,FY16,T2,Edinburgh
29/03/2015,29,13,3,2015,203471,162776.8,FY16,T2,Edinburgh
05/04/2015,5,14,4,2015,360245,288196,FY16,T2,Edinburgh
12/04/2015,12,15,4,2015,213559,170847.2,FY16,T2,Edinburgh
19/04/2015,19,16,4,2015,357215,285772,FY16,T2,Edinburgh
26/04/2015,26,17,4,2015,456280,365024,FY16,T2,Edinburgh
03/05/2015,3,18,5,2015,277867,222293.6,FY16,T3,Edinburgh
10/05/2015,10,19,5,2015,359106,287284.8,FY16,T3,Edinburgh
17/05/2015,17,20,5,2015,174925,139940,FY16,T3,Edinburgh
24/05/2015,24,21,5,2015,202716,162172.8,FY16,T3,Edinburgh
31/05/2015,31,22,5,2015,496579,397263.2,FY16,T3,Edinburgh
07/06/2015,7,23,6,2015,414782,331825.6,FY16,T3,Edinburgh
14/06/2015,14,24,6,2015,289461,231568.8,FY16,T3,Edinburgh
21/06/2015,21,25,6,2015,100564,80451.2,FY16,T3,Edinburgh
28/06/2015,28,26,6,2015,267796,214236.8,FY16,T3,Edinburgh
05/07/2015,5,27,7,2015,354452,283561.6,FY16,T3,Edinburgh
12/07/2015,12,28,7,2015,195465,156372,FY16,T3,Edinburgh
19/07/2015,19,29,7,2015,132113,105690.4,FY16,T3,Edinburgh
26/07/2015,26,30,7,2015,173831,139064.8,FY16,T3,Edinburgh
02/08/2015,2,31,8,2015,324476,259580.8,FY16,T3,Edinburgh
09/08/2015,9,32,8,2015,473151,378520.8,FY16,T3,Edinburgh
16/08/2015,16,33,8,2015,414078,331262.4,FY16,T3,Edinburgh
23/08/2015,23,34,8,2015,432684,346147.2,FY16,T3,Edinburgh
30/08/2015,30,35,8,2015,410796,328636.8,FY16,T3,Edinburgh
06/09/2015,6,36,9,2015,275775,220620,FY17,T1,Edinburgh
13/09/2015,13,37,9,2015,436617,349293.6,FY17,T1,Edinburgh
20/09/2015,20,38,9,2015,338404,270723.2,FY17,T1,Edinburgh
27/09/2015,27,39,9,2015,430738,344590.4,FY17,T1,Edinburgh
04/10/2015,4,40,10,2015,173903,139122.4,FY17,T1,Edinburgh
11/10/2015,11,41,10,2015,111815,89452,FY17,T1,Edinburgh
18/10/2015,18,42,10,2015,122839,98271.2,FY17,T1,Edinburgh
25/10/2015,25,43,10,2015,330704,264563.2,FY17,T1,Edinburgh
01/11/2015,1,44,11,2015,383979,307183.2,FY17,T1,Edinburgh
08/11/2015,8,45,11,2015,235116,188092.8,FY17,T1,Edinburgh
15/11/2015,15,46,11,2015,336126,268900.8,FY17,T1,Edinburgh
22/11/2015,22,47,11,2015,251397,201117.6,FY17,T1,Edinburgh
29/11/2015,29,48,11,2015,333326,266660.8,FY17,T1,Edinburgh
06/12/2015,6,49,12,2015,479357,383485.6,FY17,T1,Edinburgh
13/12/2015,13,50,12,2015,318095,254476,FY17,T1,Edinburgh
20/12/2015,20,51,12,2015,408244,326595.2,FY17,T1,Edinburgh
27/12/2015,27,52,12,2015,336369,269095.2,FY17,T1,Edinburgh
03/01/2016,3,53,1,2016,141659,113327.2,FY17,T2,Edinburgh
10/01/2016,10,1,1,2016,484056,387244.8,FY17,T2,Edinburgh
17/01/2016,17,2,1,2016,339404,271523.2,FY17,T2,Edinburgh
24/01/2016,24,3,1,2016,413288,330630.4,FY17,T2,Edinburgh
31/01/2016,31,4,1,2016,313487,250789.6,FY17,T2,Edinburgh
07/02/2016,7,5,2,2016,229772,183817.6,FY17,T2,Edinburgh
14/02/2016,14,6,2,2016,165331,132264.8,FY17,T2,Edinburgh
21/02/2016,21,7,2,2016,250325,200260,FY17,T2,Edinburgh
28/02/2016,28,8,2,2016,173124,138499.2,FY17,T2,Edinburgh
06/03/2016,6,9,3,2016,411316,329052.8,FY17,T2,Edinburgh
13/03/2016,13,10,3,2016,299856,239884.8,FY17,T2,Edinburgh
20/03/2016,20,11,3,2016,192009,153607.2,FY17,T2,Edinburgh
27/03/2016,27,12,3,2016,192694,154155.2,FY17,T2,Edinburgh
03/04/2016,3,13,4,2016,174080,139264,FY17,T2,Edinburgh
10/04/2016,10,14,4,2016,287917,230333.6,FY17,T2,Edinburgh
17/04/2016,17,15,4,2016,276993,221594.4,FY17,T2,Edinburgh
24/04/2016,24,16,4,2016,479250,383400,FY17,T2,Edinburgh
01/05/2016,1,17,5,2016,436648,349318.4,FY17,T3,Edinburgh
08/05/2016,8,18,5,2016,202976,162380.8,FY17,T3,Edinburgh
15/05/2016,15,19,5,2016,317411,253928.8,FY17,T3,Edinburgh
22/05/2016,22,20,5,2016,459209,367367.2,FY17,T3,Edinburgh
29/05/2016,29,21,5,2016,183685,146948,FY17,T3,Edinburgh
05/06/2016,5,22,6,2016,102628,82102.4,FY17,T3,Edinburgh
12/06/2016,12,23,6,2016,125366,100292.8,FY17,T3,Edinburgh
19/06/2016,19,24,6,2016,289130,231304,FY17,T3,Edinburgh
26/06/2016,26,25,6,2016,308894,247115.2,FY17,T3,Edinburgh
03/07/2016,3,26,7,2016,434354,347483.2,FY17,T3,Edinburgh
10/07/2016,10,27,7,2016,163523,130818.4,FY17,T3,Edinburgh
17/07/2016,17,28,7,2016,466183,372946.4,FY17,T3,Edinburgh
24/07/2016,24,29,7,2016,422061,337648.8,FY17,T3,Edinburgh
31/07/2016,31,30,7,2016,332912,266329.6,FY17,T3,Edinburgh
07/08/2016,7,31,8,2016,194915,155932,FY17,T3,Edinburgh
14/08/2016,14,32,8,2016,252085,201668,FY17,T3,Edinburgh
21/08/2016,21,33,8,2016,369699,295759.2,FY17,T3,Edinburgh
28/08/2016,28,34,8,2016,367524,294019.2,FY17,T3,Edinburgh
04/09/2016,4,35,9,2016,393402,314721.6,FY18,T1,Edinburgh
11/09/2016,11,36,9,2016,119604,95683.2,FY18,T1,Edinburgh
18/09/2016,18,37,9,2016,455409,364327.2,FY18,T1,Edinburgh
25/09/2016,25,38,9,2016,231283,185026.4,FY18,T1,Edinburgh
02/10/2016,2,39,10,2016,475857,380685.6,FY18,T1,Edinburgh
09/10/2016,9,40,10,2016,245833,196666.4,FY18,T1,Edinburgh
16/10/2016,16,41,10,2016,215178,172142.4,FY18,T1,Edinburgh
23/10/2016,23,42,10,2016,455788,364630.4,FY18,T1,Edinburgh
30/10/2016,30,43,10,2016,330782,264625.6,FY18,T1,Edinburgh
06/11/2016,6,44,11,2016,233080,186464,FY18,T1,Edinburgh
13/11/2016,13,45,11,2016,162199,129759.2,FY18,T1,Edinburgh
20/11/2016,20,46,11,2016,140641,112512.8,FY18,T1,Edinburgh
27/11/2016,27,47,11,2016,190373,152298.4,FY18,T1,Edinburgh
04/12/2016,4,48,12,2016,307470,245976,FY18,T1,Edinburgh
11/12/2016,11,49,12,2016,372389,297911.2,FY18,T1,Edinburgh
18/12/2016,18,50,12,2016,303853,243082.4,FY18,T1,Edinburgh
